File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location,reporting_area_group
2013-09296,2013-11-23 09:53:00,2013-11-23 09:52:00,Accident,805,Agassiz,"OXFORD ST & SACRAMENTO ST, Cambridge, MA",8
2016-01901,2016-03-22 17:06:00,2016-03-22 17:02:00,Shoplifting,411,Area 4,"500 Massachusetts Ave, Cambridge, MA",4
2020-03263,2020-05-28 19:13:00,2020-05-28 19:12:00,Forgery,1304,Strawberry Hill,"200 GROVE ST, Cambridge, MA",13
2022-10373,2022-12-30 14:20:00,2022-12-30 14:19:00,Threats,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2010-03824,2010-05-30 19:00:00,2010-05-30 19:00:00,Missing Person,508,Cambridgeport,"0 FAIRMONT ST, Cambridge, MA",5
2022-06369,2022-08-22 17:53:00,2022-08-22 17:53:00,Accident,1112,North Cambridge,"MASSACHUSETTS AVE & RUSSELL ST, Cambridge, MA",11
2017-03881,2017-06-10 16:39:00,2017-06-10 16:39:00,Admin Error,107,East Cambridge,"300 CAMBRIDGE ST, Cambridge, MA",1
2016-02413,2016-04-12 15:32:00,2016-04-11 18:30:00,Shoplifting,610,Mid-Cambridge,"300 BROADWAY, Cambridge, MA",6
2015-04375,2015-06-19 10:55:00,2015-06-19 10:55:00,Admin Error,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2016-08884,2016-12-06 21:38:00,2016-12-06 21:37:00,Drugs,304,Inman/Harrington,"400 WINDSOR ST, Cambridge, MA",3
2023-09419,2023-10-16 11:16:00,2023-10-16 11:15:00,Admin Error,602,Mid-Cambridge,"100 HANCOCK ST, Cambridge, MA",6
2016-01826,2016-03-19 21:02:00,2016-03-19 21:02:00,Warrant Arrest,610,Mid-Cambridge,"100 INMAN ST, Cambridge, MA",6
2011-05647,2011-07-26 22:18:00,2011-07-26 22:17:00,Admin Error,602,Mid-Cambridge,"CLINTON ST & MASSACHUSETTS AVE, Cambridge, MA",6
2012-06535,2012-08-21 21:48:00,2012-08-21 21:47:00,Simple Assault,602,Mid-Cambridge,"900 MASSACHUSETTS AVE, Cambridge, MA",6
2012-05224,2012-07-12 19:56:00,2012-07-12 19:56:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2018-04347,2018-06-29 12:43:00,2018-06-29 12:43:00,Simple Assault,1102,North Cambridge,"MASSACHUSETTS AVE & WALDEN ST, Cambridge, MA",11
2011-08314,2011-10-22 10:49:00,2011-10-22 10:48:00,Admin Error,910,Peabody,"0 WALDEN SQUARE RD, Cambridge, MA",9
2018-09228,2018-12-27 15:26:00,2018-12-27 15:26:00,Hit and Run,105,East Cambridge,"0 SIXTH ST, Cambridge, MA",1
2024-00527,2024-01-20 06:17:00,2024-01-20 06:17:00,Larceny from Person,903,Peabody,"1600 Massachusetts Ave, Cambridge, MA",9
2014-03645,2014-05-28 19:52:00,2014-05-28 17:00:00,Simple Assault,1107,North Cambridge,"Yerxa Rd & Pemberton St, Cambridge, MA",11
2018-02906,2018-05-06 21:47:00,2018-05-06 21:46:00,Housebreak,706,Riverside,"0 PUTNAM GDNS, Cambridge, MA",7
2015-05101,2015-07-13 00:24:00,2015-07-12 15:00:00,Larceny of Bicycle,403,Area 4,"Washington St & Portland St, Cambridge, MA",4
2013-09535,2013-12-03 16:29:00,2013-12-03 16:28:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2020-02715,2020-05-04 16:43:00,2020-05-04 13:30:00,Shoplifting,1101,North Cambridge,"0 White St, Cambridge, MA",11
2010-04378,2010-06-17 13:39:00,2010-06-17 13:39:00,Indecent Exposure,411,Area 4,"Norfolk St & BISHOP ALLEN DR, Cambridge, MA",4
2018-07643,2018-10-26 19:20:00,2018-10-26 19:20:00,Simple Assault,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2023-02505,2023-03-27 19:28:00,2023-03-27 19:28:00,Simple Assault,502,Cambridgeport,"BROOKLINE ST & FRANKLIN ST, Cambridge, MA",5
2010-08240,2010-10-20 16:22:00,2010-10-20 16:22:00,Aggravated Assault,204,MIT,"100 MASSACHUSETTS AVE, Cambridge, MA",2
2014-03020,2014-05-06 18:51:00,2014-05-06 18:50:00,Warrant Arrest,107,East Cambridge,"0 THORNDIKE ST, Cambridge, MA",1
2020-04512,2020-07-16 10:05:00,2020-07-16 10:05:00,Shoplifting,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2015-02625,2015-04-16 08:30:00,2015-04-16 08:30:00,Sex Offender Violation,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2024-03180,2024-04-19 18:06:00,2024-04-19 18:06:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2024-01611,2024-02-27 12:11:00,2024-02-27 12:11:00,Admin Error,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2012-09146,2012-11-20 20:10:00,2012-11-20 20:10:00,Warrant Arrest,501,Cambridgeport,"400 Massachusetts Ave, Cambridge, MA",5
2016-02289,2016-04-08 03:47:00,2016-04-08 03:47:00,Trespassing,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2017-02830,2017-05-03 12:23:00,2017-05-03 12:22:00,Housebreak,104,East Cambridge,"0 THIRD ST, Cambridge, MA",1
2024-01336,2024-02-17 19:40:00,2024-02-17 19:39:00,Shoplifting,411,Area 4,"600 Massachusetts Ave, Cambridge, MA",4
2013-03465,2013-05-15 21:31:00,2013-05-15 21:30:00,Warrant Arrest,701,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",7
2012-07330,2012-09-17 16:46:00,2012-08-18 16:45:00,Forgery,305,Inman/Harrington,"300 RIVER ST, Cambridge, MA",3
2018-06527,2018-09-14 19:30:00,2018-09-14 19:29:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2013-06661,2013-08-27 22:12:00,2013-08-27 22:12:00,Larceny from Person,1002,West Cambridge,"MASSACHUSETTS AVE & Church St, Cambridge, MA",10
2019-09231,2019-12-22 19:55:00,2019-12-22 19:50:00,Auto Theft,406,Area 4,"0 TREMONT ST, Cambridge, MA",4
2013-01233,2013-02-20 13:42:00,2013-02-20 13:42:00,Hit and Run,602,Mid-Cambridge,"0 Dana St, Cambridge, MA",6
2014-04693,2014-07-03 13:27:00,2014-07-03 13:26:00,Suspicious Package,406,Area 4,"HAMPSHIRE ST & NORFOLK ST, Cambridge, MA",4
2015-02561,2015-04-13 22:59:00,2015-04-13 22:59:00,Admin Error,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2017-04645,2017-07-08 17:41:00,2017-07-08 17:40:00,Counterfeiting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2020-02639,2020-04-30 18:20:00,2020-04-30 18:12:00,Flim Flam,1108,North Cambridge,"100 DUDLEY ST, Cambridge, MA",11
2021-06193,2021-08-27 13:23:00,2021-08-27 13:23:00,Shoplifting,505,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",5
2012-04892,2012-07-01 14:56:00,2012-07-01 14:56:00,Larceny of Plate,1202,Highlands,"0 SOUTH NORMANDY AVE, Cambridge, MA",12
2020-00725,2020-01-30 14:11:00,2020-01-30 01:00:00,Threats,406,Area 4,"300 BROADWAY, Cambridge, MA",4
2016-07213,2016-10-02 07:15:00,2016-10-02 07:15:00,Suspicious Package,804,Agassiz,"1800 Massachusetts Ave, Cambridge, MA",8
2016-05002,2016-07-12 08:45:00,2016-07-12 08:45:00,Accident,408,Area 4,"MASSACHUSETTS AVE & STATE ST, Cambridge, MA",4
2009-09625,2009-12-30 11:06:00,2009-12-30 08:30:00,Missing Person,1109,North Cambridge,"100 JACKSON CIR, Cambridge, MA",11
2014-02794,2014-04-28 19:15:00,2014-04-28 19:14:00,Hit and Run,510,Cambridgeport,"300 RIVER ST, Cambridge, MA",5
2018-05424,2018-08-06 14:41:00,2018-08-06 14:14:00,Hit and Run,201,MIT,"BROADWAY & Galileo Galilei Way, Cambridge, MA",2
2014-07988,2014-10-21 13:48:00,2014-10-21 13:48:00,Hit and Run,305,Inman/Harrington,"0 UNION PL, Cambridge, MA",3
2014-09790,2014-12-24 15:46:00,2014-12-24 15:46:00,Shoplifting,102,East Cambridge,"100 Cambridgeside Pl, Cambridge, MA",1
2011-10225,2011-12-27 17:47:00,2011-12-27 13:30:00,Larceny from Building,701,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",7
2022-08025,2022-10-15 00:05:00,2022-10-15 00:05:00,Accident,707,Riverside,"JFK ST & MEMORIAL DR, Cambridge, MA",7
2010-05817,2010-08-03 10:44:00,2010-03-03 09:00:00,Forgery,101,East Cambridge,"0 North Point Blvd, Cambridge, MA",1
2016-07110,2016-09-28 04:03:00,2016-09-28 04:03:00,Commercial Break,409,Area 4,"100 PROSPECT ST, Cambridge, MA",4
2022-01874,2022-03-21 11:52:00,2022-03-21 11:51:00,Accident,802,Agassiz,"0 KIRKLAND ST, Cambridge, MA",8
2012-02422,2012-04-03 14:58:00,2012-04-03 14:58:00,Forgery,405,Area 4,"200 HARVARD ST, Cambridge, MA",4
2013-01165,2013-02-18 12:13:00,2013-02-18 12:13:00,Warrant Arrest,108,East Cambridge,"100 Sixth St, Cambridge, MA",1
2014-06522,2014-09-02 20:25:00,2014-09-02 20:24:00,Suspicious Package,103,East Cambridge,"300 THIRD ST, Cambridge, MA",1
2023-06364,2023-07-17 07:45:00,2023-07-17 07:44:00,Accident,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2012-01139,2012-02-15 00:34:00,2012-02-15 00:33:00,Simple Assault,1002,West Cambridge,"0 BRATTLE ST, Cambridge, MA",10
2010-01518,2010-03-06 10:11:00,2010-03-05 16:30:00,Larceny from Person,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2013-09477,2013-12-01 00:43:00,2013-12-01 00:43:00,Trespassing,708,Riverside,"0 JFK St, Cambridge, MA",7
2019-04451,2019-06-28 11:53:00,2019-06-28 11:53:00,Warrant Arrest,1202,Highlands,"0 SPINELLI PL, Cambridge, MA",12
2018-00153,2018-01-09 10:01:00,2018-01-09 10:01:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2023-09459,2023-10-17 11:50:00,2023-10-17 11:50:00,Hit and Run,1012,West Cambridge,"0 ALPINE ST, Cambridge, MA",10
2015-07413,2015-10-01 16:30:00,2015-10-01 16:29:00,Drugs,601,Mid-Cambridge,"MASSACHUSETTS AVE & PROSPECT ST, Cambridge, MA",6
2010-08106,2010-10-15 19:58:00,2010-10-15 19:58:00,Hit and Run,1109,North Cambridge,"100 JACKSON CIR, Cambridge, MA",11
2010-03403,2010-05-15 21:34:00,2010-05-15 21:34:00,Simple Assault,101,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",1
2021-09242,2021-12-17 15:09:00,2021-12-17 15:09:00,Missing Person,1106,North Cambridge,"100 RINDGE AVE, Cambridge, MA",11
2020-02542,2020-04-25 09:50:00,2020-04-25 09:49:00,Flim Flam,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2009-08600,2009-11-17 18:15:00,2009-11-15 10:30:00,Hit and Run,1109,North Cambridge,"1000 JACKSON PL, Cambridge, MA",11
2017-05147,2017-07-20 06:25:00,2017-07-20 06:25:00,Accident,304,Inman/Harrington,"CAMBRIDGE ST & CARDINAL MEDEIROS AVE, Cambridge, MA",3
2014-02420,2014-04-13 08:41:00,2014-04-13 08:41:00,Warrant Arrest,702,Riverside,"100 WESTERN AVE, Cambridge, MA",7
2014-06301,2014-08-26 18:43:00,2014-08-26 18:15:00,Counterfeiting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2018-04605,2018-07-09 08:09:00,2018-07-09 08:08:00,Mal. Dest. Property,1002,West Cambridge,"0 CHURCH ST, Cambridge, MA",10
2020-06783,2020-10-08 00:41:00,2020-10-08 00:41:00,Trespassing,703,Riverside,"100 WESTERN AVE, Cambridge, MA",7
2023-10221,2023-11-07 16:28:00,2023-11-07 10:00:00,Larceny from Person,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2009-09116,2009-12-06 16:27:00,2009-12-06 16:27:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2014-02504,2014-04-16 15:06:00,2014-04-16 15:06:00,Commercial Robbery,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2013-08658,2013-10-31 14:55:00,2013-10-31 14:55:00,Larceny from Building,1002,West Cambridge,"100 Mount Auburn St, Cambridge, MA",10
2009-04413,2009-06-19 00:33:00,2009-06-19 00:33:00,OUI,1101,North Cambridge,"Massachusetts Ave & SOMERVILLE AVE, Cambridge, MA",11
2019-04498,2019-06-30 22:11:00,2019-06-30 22:10:00,Simple Assault,703,Riverside,"200 Western Ave, Cambridge, MA",7
2011-05843,2011-08-01 13:42:00,2011-08-01 13:41:00,Warrant Arrest,409,Area 4,"100 ESSEX ST, Cambridge, MA",4
2012-08049,2012-10-11 19:46:00,2012-10-11 19:45:00,Flim Flam,701,Riverside,"0 CENTRAL SQ, Cambridge, MA",7
2009-00721,2009-01-29 10:16:00,2009-01-29 10:16:00,Drugs,606,Mid-Cambridge,"500 BROADWAY, Cambridge, MA",6
2009-05591,2009-07-31 15:49:00,2009-07-31 11:00:00,Housebreak,904,Peabody,"200 UPLAND RD, Cambridge, MA",9
2010-05202,2010-07-13 21:58:00,2010-07-13 21:58:00,OUI,506,Cambridgeport,"MAGAZINE ST & PERRY ST, Cambridge, MA",5
2022-02860,2022-04-27 22:21:00,2022-04-27 22:21:00,Harassment,601,Mid-Cambridge,"600 MASSACHUSETTS AVE, Cambridge, MA",6
2013-07793,2013-10-03 14:29:00,2013-10-03 14:29:00,Forgery,804,Agassiz,"0 FROST ST, Cambridge, MA",8
2015-03682,2015-05-25 18:04:00,2015-05-23 00:01:00,Larceny from Building,602,Mid-Cambridge,,6
2020-04391,2020-07-11 18:53:00,2020-07-11 18:52:00,Flim Flam,607,Mid-Cambridge,"0 WARE ST, Cambridge, MA",6
2024-01096,2024-02-09 18:53:00,2024-02-09 18:52:00,Simple Assault,502,Cambridgeport,"200 ALBANY ST, Cambridge, MA",5
2009-02945,2009-04-25 17:36:00,2009-04-25 11:00:00,Hit and Run,105,East Cambridge,"200 SPRING ST, Cambridge, MA",1
2012-01383,2012-02-24 11:33:00,2012-02-16 18:00:00,Larceny from Person,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2017-00558,2017-01-26 13:58:00,2017-01-26 13:58:00,Admin Error,411,Area 4,"BISHOP ALLEN DR & NORFOLK ST, Cambridge, MA",4
2011-03617,2011-05-20 21:24:00,2011-05-20 21:23:00,Hit and Run,502,Cambridgeport,"300 MASSACHUSETTS AVE, Cambridge, MA",5
2017-04068,2017-06-17 14:10:00,2017-06-14 08:15:00,Hit and Run,203,MIT,"MASSACHUSETTS AVE & VASSAR ST, Cambridge, MA",2
2024-02140,2024-03-15 16:45:00,2024-03-15 16:45:00,Commercial Robbery,1103,North Cambridge,"2500 MASSACHUSETTS AVE, Cambridge, MA",11
2014-03086,2014-05-09 06:23:00,2014-05-09 06:22:00,Larceny from Person,701,Riverside,"MASSACHUSETTS AVE & Pleasant St, Cambridge, MA",7
2024-00889,2024-02-01 17:40:00,2024-02-01 17:39:00,Warrant Arrest,507,Cambridgeport,"200 AUBURN ST, Cambridge, MA",5
2015-06292,2015-08-21 06:55:00,2015-08-21 06:55:00,Admin Error,303,Inman/Harrington,"100 BROADWAY, Cambridge, MA",3
2016-06529,2016-09-07 08:45:00,2016-09-07 08:45:00,Warrant Arrest,904,Peabody,"200 WALDEN ST, Cambridge, MA",9
2018-02926,2018-05-07 13:31:00,2018-05-07 10:51:00,Flim Flam,601,Mid-Cambridge,"100 BISHOP ALLEN DR, Cambridge, MA",6
2017-05929,2017-08-23 13:22:00,2017-08-23 13:21:00,Hit and Run,1002,West Cambridge,"100 CHURCH ST, Cambridge, MA",10
2021-07795,2021-10-25 15:03:00,2021-10-25 15:03:00,Forgery,701,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",7
2016-00381,2016-01-18 23:44:00,2016-01-18 23:44:00,OUI,1107,North Cambridge,"200 Rindge Ave, Cambridge, MA",11
2020-07862,2020-11-09 12:31:00,2020-11-09 12:30:00,Forgery,1106,North Cambridge,,11
2013-07622,2013-09-28 08:58:00,2013-09-23 16:00:00,Street Robbery,613,Mid-Cambridge,"0 DOUGLASS ST, Cambridge, MA",6
2010-00487,2010-01-23 02:13:00,2010-01-23 02:13:00,Disorderly,107,East Cambridge,"0 SPRING ST, Cambridge, MA",1
2023-01562,2023-02-25 10:25:00,2023-02-25 10:24:00,Aggravated Assault,707,Riverside,"1200 MASSACHUSETTS AVE, Cambridge, MA",7
2013-06596,2013-08-25 22:34:00,2013-08-25 22:33:00,Mal. Dest. Property,1110,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",11
2013-03059,2013-05-02 21:08:00,2013-05-02 21:07:00,Disorderly,504,Cambridgeport,"LANDSDOWNE ST & MASSACHUSETTS AVE, Cambridge, MA",5
2022-03644,2022-05-26 06:34:00,2022-05-26 06:34:00,Auto Theft,105,East Cambridge,"200 OTIS ST, Cambridge, MA",1
2023-10617,2023-11-19 17:49:00,2023-11-19 17:49:00,Hit and Run,1102,North Cambridge,"0 MEACHAM RD, Cambridge, MA",11
2015-04735,2015-06-30 18:30:00,2015-06-30 18:29:00,Warrant Arrest,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2024-00560,2024-01-21 19:33:00,2024-01-21 19:33:00,Warrant Arrest,501,Cambridgeport,"GREEN ST & MAGAZINE ST, Cambridge, MA",5
2011-02516,2011-04-11 16:39:00,2011-04-11 16:39:00,Admin Error,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2011-06257,2011-08-15 10:43:00,2011-08-15 10:43:00,Hit and Run,1301,Strawberry Hill,"0 WHITE ST, Cambridge, MA",13
2016-07808,2016-10-25 11:18:00,2016-10-25 11:18:00,Warrant Arrest,503,Cambridgeport,"300 SIDNEY ST, Cambridge, MA",5
2009-09479,2009-12-22 20:40:00,2009-12-22 20:40:00,Shoplifting,505,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",5
2022-02389,2022-04-09 15:23:00,2022-04-09 15:22:00,Admin Error,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2020-01336,2020-02-24 11:33:00,2020-02-24 11:30:00,Hit and Run,305,Inman/Harrington,"COLUMBIA ST & HAMPSHIRE ST, Cambridge, MA",3
2009-01766,2009-03-10 20:56:00,2009-03-10 20:56:00,Simple Assault,101,East Cambridge,"0 MUSEUM WAY, Cambridge, MA",1
2021-07297,2021-10-06 18:44:00,2021-10-06 18:44:00,Larceny from Building,602,Mid-Cambridge,"0 DANA ST, Cambridge, MA",6
2023-05417,2023-06-18 23:26:00,2023-06-18 23:25:00,Housebreak,1104,North Cambridge,"100 CHURCHILL AVE, Cambridge, MA",11
2015-01926,2015-03-19 10:48:00,2015-03-19 10:48:00,Shoplifting,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2017-03720,2017-06-03 18:21:00,2017-06-03 18:21:00,Aggravated Assault,701,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",7
2013-06066,2013-08-09 10:01:00,2013-07-27 10:01:00,Forgery,604,Mid-Cambridge,,6
2015-05747,2015-08-02 21:41:00,2015-08-02 21:40:00,Missing Person,1303,Strawberry Hill,"100 THINGVALLA AVE, Cambridge, MA",13
2017-04364,2017-06-29 09:26:00,2017-06-27 08:30:00,Aggravated Assault,610,Mid-Cambridge,"300 BROADWAY, Cambridge, MA",6
2016-05930,2016-08-15 12:00:00,2016-08-15 12:00:00,Admin Error,105,East Cambridge,"CAMBRIDGE ST & SIXTH ST, Cambridge, MA",1
2023-02204,2023-03-17 14:01:00,2023-03-17 12:00:00,Housebreak,302,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",3
2020-08229,2020-11-19 15:54:00,2020-11-19 15:53:00,Admin Error,507,Cambridgeport,"100 PLEASANT ST, Cambridge, MA",5
2023-02941,2023-04-11 12:40:00,2023-04-11 12:40:00,Simple Assault,1201,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2023-04072,2023-05-11 15:54:00,2023-05-10 17:19:00,Forgery,105,East Cambridge,"100 OTIS ST, Cambridge, MA",1
2022-02023,2022-03-26 13:46:00,2022-03-26 13:45:00,Simple Assault,305,Inman/Harrington,"300 PROSPECT ST, Cambridge, MA",3
2021-08895,2021-12-04 17:57:00,2021-12-04 17:56:00,Larceny from Person,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2010-01174,2010-02-19 16:49:00,2010-02-10 15:30:00,Larceny from Building,1002,West Cambridge,"1400 Massachusetts Ave, Cambridge, MA",10
2011-08935,2011-11-12 14:08:00,2011-11-12 14:07:00,Admin Error,1106,North Cambridge,"100 REED ST, Cambridge, MA",11
2024-01605,2024-02-27 09:12:00,2024-02-27 09:11:00,Threats,1303,Strawberry Hill,"100 LAWN ST, Cambridge, MA",13
2021-03776,2021-06-02 09:04:00,2021-06-02 09:03:00,Larceny of Bicycle,1106,North Cambridge,"0 RICE ST, Cambridge, MA",11
2014-06582,2014-09-04 16:56:00,2014-09-04 16:56:00,Taxi Violation,201,MIT,"Albany St & Main St, Cambridge, MA",2
2010-04381,2010-06-17 14:24:00,2010-06-17 14:00:00,Threats,107,East Cambridge,"200 THIRD ST, Cambridge, MA",1
2019-01195,2019-02-21 15:54:00,2019-02-20 12:00:00,Street Robbery,504,Cambridgeport,"0 PEARL ST, Cambridge, MA",5
2024-01722,2024-03-01 07:29:00,2024-03-01 07:29:00,Warrant Arrest,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2014-04589,2014-06-30 13:19:00,2014-06-30 13:18:00,Admin Error,707,Riverside,"0 DEWOLFE ST, Cambridge, MA",7
2017-00391,2017-01-19 19:26:00,2017-01-19 14:00:00,Aggravated Assault,201,MIT,"100 BROADWAY, Cambridge, MA",2
2017-05513,2017-08-07 17:44:00,2017-08-07 17:43:00,Hit and Run,510,Cambridgeport,"300 River St, Cambridge, MA",5
2018-05088,2018-07-25 20:03:00,2018-07-25 20:02:00,Forgery,305,Inman/Harrington,"300 ELM ST, Cambridge, MA",3
2022-04857,2022-07-05 18:58:00,2022-07-05 18:57:00,Hit and Run,1012,West Cambridge,"500 CONCORD AVE, Cambridge, MA",10
2014-09187,2014-12-03 11:30:00,2014-12-03 11:30:00,Warrant Arrest,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2021-05771,2021-08-12 12:24:00,2021-08-12 12:23:00,Commercial Robbery,105,East Cambridge,"400 CAMBRIDGE ST, Cambridge, MA",1
2009-09159,2009-12-08 10:56:00,2009-12-08 10:56:00,Larceny from Residence,602,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",6
2013-04983,2013-07-07 01:34:00,2013-07-07 01:33:00,Disorderly,1002,West Cambridge,"100 Mount Auburn St, Cambridge, MA",10
2021-06101,2021-08-24 12:56:00,2021-08-24 12:56:00,Suspicious Package,107,East Cambridge,"CHARLES ST & THIRD ST, Cambridge, MA",1
2019-03637,2019-05-30 18:05:00,2019-05-24 18:05:00,Flim Flam,108,East Cambridge,"200 SIXTH ST, Cambridge, MA",1
2020-01456,2020-02-28 15:17:00,2020-02-28 15:16:00,Larceny of Bicycle,909,Peabody,"0 HILLSIDE AVE, Cambridge, MA",9
2012-03542,2012-05-15 12:25:00,2012-05-15 12:25:00,Flim Flam,707,Riverside,"300 Dunster St, Cambridge, MA",7
2017-05749,2017-08-15 23:53:00,2017-08-15 23:52:00,Accident,705,Riverside,"FRANKLIN ST & WESTERN AVE, Cambridge, MA",7
2010-05790,2010-08-02 09:28:00,2010-07-26 11:31:00,Forgery,1101,North Cambridge,"100 WHITE ST, Cambridge, MA",11
2021-05211,2021-07-23 10:30:00,2021-07-23 10:30:00,Admin Error,1109,North Cambridge,"0 CLIFTON PL, Cambridge, MA",11
2020-07915,2020-11-10 13:48:00,2020-11-10 13:47:00,Simple Assault,407,Area 4,"0 WINDSOR ST, Cambridge, MA",4
2019-02570,2019-04-19 03:44:00,2019-04-19 03:43:00,Warrant Arrest,411,Area 4,"ESSEX ST & MASSACHUSETTS AVE, Cambridge, MA",4
2013-07006,2013-09-08 14:20:00,2013-09-08 14:05:00,Hit and Run,301,Inman/Harrington,"0 HARDING ST, Cambridge, MA",3
2022-03555,2022-05-23 12:23:00,2022-05-23 12:23:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2009-08565,2009-11-16 15:18:00,2009-11-16 15:18:00,Larceny from Residence,502,Cambridgeport,"100 LANDSDOWNE ST, Cambridge, MA",5
2019-06534,2019-09-08 02:45:00,2019-09-08 02:44:00,Simple Assault,408,Area 4,"MASSACHUSETTS AVE & WINDSOR ST, Cambridge, MA",4
2020-02436,2020-04-18 16:51:00,2020-04-18 16:50:00,Larceny of Bicycle,1112,North Cambridge,"200 Elm Street North, Cambridge, MA",11
2009-06171,2009-08-22 16:37:00,2009-08-22 16:37:00,Shoplifting,504,Cambridgeport,"0 SIDNEY ST, Cambridge, MA",5
2023-04783,2023-06-01 04:51:00,2023-06-01 04:50:00,OUI,409,Area 4,"0 SCOUTING WAY, Cambridge, MA",4
2020-08396,2020-11-24 10:48:00,2020-11-24 10:47:00,Forgery,902,Peabody,"1600 MASSACHUSETTS AVE, Cambridge, MA",9
2023-09928,2023-10-29 22:45:00,2023-10-29 22:45:00,Warrant Arrest,708,Riverside,"0 JFK St, Cambridge, MA",7
2012-03869,2012-05-26 03:31:00,2012-05-26 03:30:00,Aggravated Assault,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2015-01344,2015-02-25 16:24:00,2015-02-25 16:23:00,Aggravated Assault,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2009-00748,2009-01-30 08:50:00,2009-01-30 08:50:00,Rec. Stol. Property,411,Area 4,"DOUGLASS ST & Massachusetts Ave, Cambridge, MA",4
2021-07135,2021-10-01 00:06:00,2021-10-01 00:06:00,Aggravated Assault,411,Area 4,"BISHOP ALLEN DR & NORFOLK ST, Cambridge, MA",4
2012-08317,2012-10-21 18:39:00,2012-10-21 18:38:00,Aggravated Assault,304,Inman/Harrington,,3
2019-03998,2019-06-11 23:04:00,2019-06-11 23:03:00,Warrant Arrest,411,Area 4,"DOUGLASS ST & MASSACHUSETTS AVE, Cambridge, MA",4
2009-02570,2009-04-12 06:17:00,2009-04-12 06:17:00,Auto Theft,804,Agassiz,"0 FOREST ST, Cambridge, MA",8
2021-04730,2021-07-06 08:33:00,2021-07-06 08:32:00,Sex Offender Violation,705,Riverside,"FRANKLIN ST & WESTERN AVE, Cambridge, MA",7
2015-07707,2015-10-13 09:18:00,2015-10-13 09:18:00,Threats,1303,Strawberry Hill,"0 CORCORAN LN, Cambridge, MA",13
2012-01140,2012-02-15 06:22:00,2012-02-15 06:21:00,Larceny from MV,1004,West Cambridge,"BRATTLE ST & MASON ST, Cambridge, MA",10
2024-01311,2024-02-16 22:35:00,2024-02-16 22:35:00,Hit and Run,101,East Cambridge,"100 North First St, Cambridge, MA",1
